"participantId";"current_time";"retake";"gender";"education";"multinational";"country0";"country1";"country2";"country3";"country4";"country5";"age";"programmingExperience";"pythonBefore";"pythonTutorBefore";"readUnderstandInstructions"
9165;"09:20:53";0;0;"graduate school";1;"United States";"Ukraine";"";"";"";"";25;"1yr";0;"";""
9176;"09:20:53";1;1;"college";1;"China";"";"";"";"";"";18;"none";0;"";""
9215;"09:20:53";0;1;"college";1;"Philippines";"Canada";"";"";"";"";21;"1yr";1;"";""
9224;"09:20:53";0;0;"graduate school";0;"France";"";"";"";"";"";18;"none";1;"0";"read, understood"
9261;"09:20:53";0;2;"postdoctoral";1;"Cook Islands";"";"";"";"";"";88;"more";0;"0";"not read, understood"
9270;"09:20:53";0;0;"high school";0;"United States";"";"";"";"";"";16;"3m";1;"0";"not read, understood"
9275;"09:20:53";0;0;"graduate school";0;"Russian Federation";"";"";"";"";"";31;"1yr";1;"";""
9277;"09:20:53";1;0;"high school";0;"Italy";"";"";"";"";"";19;"3m";0;"0";"read, not understood"
9278;"09:20:53";0;0;"high school";0;"India";"";"";"";"";"";18;"6m";0;"";""
9280;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";22;"none";0;"1-2";"read, understood"
9289;"09:20:53";0;1;"graduate school";1;"China";"";"";"";"";"";30;"more";0;"0";"read, understood"
9307;"09:20:53";0;0;"high school";0;"Canada";"";"";"";"";"";16;"none";0;"";""
9321;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";36;"3m";1;"";""
9324;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";18;"3m";1;"";""
9348;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";27;"1yr";1;"";""
9349;"09:20:53";0;0;"college";1;"Iraq";"Greece";"Canada";"";"";"";40;"more";1;"6+";"read, understood"
9372;"09:20:53";0;1;"college";1;"China";"";"";"";"";"";21;"3m";1;"";""
9377;"09:20:53";1;0;"graduate school";0;"Bangladesh";"";"";"";"";"";22;"none";0;"";""
9380;"09:20:53";0;1;"PhD";0;"China";"";"";"";"";"";34;"more";1;"";""
9382;"09:20:53";0;1;"college";0;"United States";"";"";"";"";"";18;"1yr";1;"6+";"read, understood"
9383;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";22;"1yr";1;"6+";"read, understood"
9385;"09:20:53";1;0;"college";0;"India";"";"";"";"";"";22;"1yr";1;"6+";"read, understood"
9394;"09:20:53";0;0;"college";0;"Singapore";"";"";"";"";"";21;"none";1;"";""
9396;"09:20:53";0;0;"high school";0;"Afghanistan";"";"";"";"";"";18;"none";1;"";""
9398;"09:20:53";0;1;"graduate school";1;"Nigeria";"Canada";"";"";"";"";24;"6m";1;"6+";"read, understood"
9399;"09:20:53";0;1;"graduate school";1;"Nigeria";"Canada";"";"";"";"";24;"6m";1;"6+";"read, understood"
9400;"09:20:53";0;1;"graduate school";1;"Nigeria";"Canada";"";"";"";"";24;"6m";1;"6+";"read, understood"
9402;"09:20:53";0;1;"graduate school";1;"Nigeria";"Canada";"";"";"";"";24;"6m";1;"6+";"read, understood"
9403;"09:20:53";0;1;"graduate school";1;"Nigeria";"Canada";"";"";"";"";24;"6m";1;"6+";"read, understood"
9425;"09:20:53";0;0;"college";0;"India";"";"";"";"";"";23;"1yr";1;"6+";"read, understood"
9431;"09:20:53";0;0;"college";0;"Thailand";"";"";"";"";"";19;"none";1;"3-5";"read, understood"
9432;"09:20:53";0;0;"college";0;"Bosnia And Herzegovina";"";"";"";"";"";29;"1yr";1;"6+";"read, understood"
9434;"09:20:53";0;1;"college";0;"Spain";"";"";"";"";"";19;"3m";0;"0";"read, understood"
9455;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";20;"none";0;"";""
9460;"09:20:53";0;1;"college";1;"China";"Australia";"";"";"";"";17;"none";0;"6+";"read, understood"
9462;"09:20:53";0;0;"graduate school";0;"United States";"";"";"";"";"";23;"more";1;"0";"read, understood"
9475;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";20;"1yr";1;"6+";"not read, understood"
9476;"09:20:53";0;0;"graduate school";1;"India";"Canada";"";"";"";"";17;"1yr";1;"0";"read, understood"
9479;"09:20:53";0;0;"PhD";1;"China";"Canada";"";"";"";"";14;"6m";1;"6+";"read, understood"
9525;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";24;"none";1;"1-2";"read, understood"
9529;"09:20:53";0;0;"postdoctoral";1;"United Kingdom";"Australia";"";"";"";"";43;"6m";1;"0";"read, understood"
9537;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";20;"6m";1;"0";"read, understood"
9546;"09:20:53";0;0;"high school";0;"India";"";"";"";"";"";19;"3m";1;"6+";"read, understood"
9550;"09:20:53";0;1;"college";1;"United States";"Republic of Korea";"";"";"";"";25;"none";1;"";""
9558;"09:20:53";0;0;"graduate school";1;"United Kingdom";"United States";"Japan";"Singapore";"";"";47;"6m";0;"";""
9568;"09:20:53";0;0;"postdoctoral";1;"India";"";"";"";"";"";20;"none";1;"0";"read, understood"
9569;"09:20:53";0;0;"graduate school";0;"Taiwan";"";"";"";"";"";25;"6m";1;"6+";"not read, understood"
9572;"09:20:53";0;0;"high school";1;"United Kingdom";"China";"";"";"";"";12;"3m";1;"6+";"read, not understood"
9582;"09:20:53";0;0;"professional school";1;"United States";"Grenada";"";"";"";"";32;"none";1;"";""
9584;"09:20:53";0;0;"graduate school";0;"El Salvador";"";"";"";"";"";25;"none";0;"1-2";"read, understood"
9587;"09:20:53";0;0;"graduate school";0;"Serbia";"";"";"";"";"";32;"1yr";1;"6+";"read, understood"
9608;"09:20:53";0;0;"PhD";1;"Australia";"";"";"";"";"";6;"1yr";1;"";""
9613;"09:20:53";0;0;"college";0;"United States";"";"";"";"";"";20;"none";0;"1-2";"read, understood"
9642;"09:20:53";0;0;"high school";0;"Luxembourg";"";"";"";"";"";13;"none";1;"";""
9649;"09:20:53";0;0;"college";1;"China";"Japan";"";"";"";"";25;"more";0;"";""
9661;"09:20:53";0;1;"college";1;"Malaysia";"";"";"";"";"";20;"3m";0;"0";"read, understood"
9664;"09:20:53";0;0;"graduate school";0;"Austria";"";"";"";"";"";33;"1yr";0;"1-2";"read, understood"
9666;"09:20:53";0;0;"graduate school";0;"China";"";"";"";"";"";28;"more";1;"";""
9677;"09:20:53";0;0;"professional school";0;"Sweden";"";"";"";"";"";67;"none";1;"1-2";"read, understood"
9679;"09:20:53";0;0;"college";0;"Belgium";"";"";"";"";"";18;"1yr";1;"6+";"read, understood"
9681;"09:20:53";0;0;"college";0;"Belgium";"";"";"";"";"";18;"1yr";1;"6+";"read, understood"
9684;"09:20:53";0;0;"PhD";0;"Russian Federation";"";"";"";"";"";30;"1yr";1;"6+";"read, understood"
9694;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";30;"3m";0;"6+";"read, understood"
9704;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";27;"1yr";0;"1-2";"read, understood"
9706;"09:20:53";0;0;"graduate school";0;"India";"";"";"";"";"";34;"1yr";1;"1-2";"read, understood"
9710;"09:20:53";0;1;"graduate school";0;"Ukraine";"";"";"";"";"";21;"1yr";0;"";""
9711;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";15;"1yr";1;"";""
9712;"09:20:53";0;0;"high school";0;"United Kingdom";"";"";"";"";"";15;"1yr";1;"0";"read, understood"
9715;"09:20:53";1;0;"pre-high school";0;"Afghanistan";"";"";"";"";"";8;"none";0;"1-2";"read, understood"
9725;"09:20:53";1;0;"postdoctoral";0;"France";"";"";"";"";"";25;"6m";1;"6+";"not read, not understood"
9728;"09:20:53";0;0;"high school";0;"Thailand";"";"";"";"";"";18;"none";0;"";""
